eventID,institutionCode,ownerInstitutionCode,datasetName,rightsHolder,language,license,datasetID,eventDate,year,eventDate 2,month,day,eventRemarks,samplingProtocol,habitat,dynamicProperties,recordedBy,locationID,continent,verbatimLongitude,verbatimLatitude,verbatimCoordinateSystem,waterBody,municipality,countryCode,decimalLongitude,decimalLatitude,geodeticDatum,coordinateUncertaintyInMeters
BEVL_VMM_803000:21081641,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2002-05-06,2002,05_06,5,6,Previous weather:No remarks;Current weather:No remarks,Grab sampler,Rg:Large river;Sediment,"{""Substrate condition"":""Leaves & branches,Oily substances"",""Water surface"":""Floating waste"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""stagnant"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels;Saskia Scheers,BEVL_VMM_803000,Europe,173740,175340,Belgian Lambert 72,Scheldt river basin;KANAAL LEUVEN-DIJLE;BEVL05_167,Leuven,BE,4.70614,50.88793,WGS84,30
BEVL_VMM_147000:21081682,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2002-05-16,2002,05_16,5,16,Previous weather:No remarks;Current weather:Very sunny,Grab sampler,Bk:Small stream;Sediment,"{""Substrate composition"":""Silt"",""Substrate condition"":""No remarks"",""Water surface"":""No visual pollution"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""strengthened"",""structureLeft"":""strengthened""}",Philippe Michiels;Thierry Warmoes,BEVL_VMM_147000,Europe,246378,162470,Belgian Lambert 72,Meuse river basin;VOER (VOEREN);BEVL_WLC_L107_891,Mesh,NL,5.73495,50.76474,WGS84,30
BEVL_VMM_150700:21081683,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2002-05-16,2002,05_16,5,16,Previous weather:No remarks;Current weather:Very sunny,Grab sampler,RtNt:River;Sediment,"{""Substrate condition"":""Leaves & branches"",""Water surface"":""No visual pollution"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels,BEVL_VMM_150700,Europe,253369,160389,Belgian Lambert 72,Meuse river basin;BEVL_WLC_L213_NL_M,Voeren,BE,5.83344,50.74484,WGS84,30
BEVL_VMM_149100:21081684,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2002-05-16,2002,05_16,5,16,Previous weather:No remarks;Current weather:Very sunny,Grab sampler,RtNt:River;Sediment,"{""Substrate composition"":""Gravel-boulders"",""Substrate condition"":""Leaves & branches"",""Water surface"":""No visual pollution"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels,BEVL_VMM_149100,Europe,252658,159134,Belgian Lambert 72,Meuse river basin;BEVL_WLC_L213_NL_M,Voeren,BE,5.82302,50.73368,WGS84,30
BEVL_VMM_153000:21081685,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2002-05-16,2002,05_16,5,16,Previous weather:No remarks;Current weather:Very sunny,Grab sampler,Bk:Small stream;Sediment,"{""Substrate composition"":""Gravel-boulders"",""Substrate condition"":""Leaves & branches"",""Water surface"":""No visual pollution"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels,BEVL_VMM_153000,Europe,255387,163210,Belgian Lambert 72,Meuse river basin;GULP;BEVL_WLC_L107_893,Slenaken,NL,5.86283,50.76983,WGS84,30
BEVL_VMM_851700:21081697,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2002-05-21,2002,05_21,5,21,Previous weather:No remarks;Current weather:No remarks,Grab sampler,Rg:Large river;Sediment,"{""Substrate composition"":""Clay-loam"",""Substrate condition"":""No remarks"",""Water surface"":""No visual pollution"",""Water column"":""Filamentous algae"",""Pollution"":""No visual pollution"",""current"":""stagnant"",""structureRight"":""strengthened"",""structureLeft"":""strengthened""}",Philippe Michiels;Erik Jansen,BEVL_VMM_851700,Europe,234841,212548,Belgian Lambert 72,Meuse river basin;ZUID-WILLEMSVAART + KANAAL BOCHOLT-HERENTALS (deels) + KANAAL BRIEGDEN-NEERHAREN;BEVL17_183,Bocholt,BE,5.58305,51.21663,WGS84,30
BEVL_VMM_848300:21081698,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2002-05-21,2002,05_21,5,21,Previous weather:No remarks;Current weather:No remarks,Grab sampler,Rg:Large river;Sediment,"{""Substrate composition"":""Gravel-boulders"",""Substrate condition"":""Plastics"",""Water surface"":""Floating waste"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""stagnant"",""structureRight"":""strengthened"",""structureLeft"":""strengthened""}",Philippe Michiels;Erik Jansen,BEVL_VMM_848300,Europe,212618,215880,Belgian Lambert 72,Scheldt river basin;ZUID-WILLEMSVAART + KANAAL BOCHOLT-HERENTALS (deels) + KANAAL BRIEGDEN-NEERHAREN;BEVL17_183,Lommel,BE,5.2656,51.24942,WGS84,30
BEVL_VMM_848750:21081699,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2002-05-21,2002,05_21,5,21,Previous weather:No remarks;Current weather:No remarks,Grab sampler,Rg:Large river;Sediment,"{""Substrate condition"":""Leaves & branches,Plastics"",""Water surface"":""No visual pollution"",""Water column"":""Filamentous algae"",""Pollution"":""No visual pollution"",""current"":""stagnant"",""structureRight"":""strengthened"",""structureLeft"":""strengthened""}",Philippe Michiels;Erik Jansen,BEVL_VMM_848750,Europe,232250,210456,Belgian Lambert 72,Meuse river basin;ZUID-WILLEMSVAART + KANAAL BOCHOLT-HERENTALS (deels) + KANAAL BRIEGDEN-NEERHAREN;BEVL17_183,Bocholt,BE,5.5455,51.19821,WGS84,30
BEVL_VMM_145000:21081709,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2002-05-22,2002,05_22,5,22,Previous weather:No remarks;Current weather:No remarks,Grab sampler,Bg:Large stream;Sediment,"{""Substrate composition"":""Silt"",""Substrate condition"":""Solid waste,Plastics"",""Water surface"":""No visual pollution"",""Water column"":""Filamentous algae"",""Pollution"":""Domestic discharges"",""current"":""running"",""structureRight"":""dug"",""structureLeft"":""dug""}",Philippe Michiels;Erik Jansen,BEVL_VMM_145000,Europe,231178,162634,Belgian Lambert 72,Meuse river basin;JEKER I;BEVL05_139,Tongeren,BE,5.51956,50.76853,WGS84,30
BEVL_VMM_141200:21081716,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2002-05-22,2002,05_22,5,22,Previous weather:No remarks;Current weather:No remarks,Grab sampler,BkK:Small stream Kempen;Sediment,"{""Substrate composition"":""Sand"",""Substrate condition"":""Leaves & branches"",""Water surface"":""No visual pollution"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels;Erik Jansen,BEVL_VMM_141200,Europe,240377,180125,Belgian Lambert 72,Meuse river basin;ZIEPBEEK;BEVL_WLC_L107_883,Lanaken,BE,5.65424,50.92439,WGS84,30
BEVL_VMM_856000:21081717,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2002-05-22,2002,05_22,5,22,Previous weather:No remarks;Current weather:No remarks,Grab sampler,Rg:Large river;Sediment,"{""Substrate composition"":""Gravel-boulders"",""Substrate condition"":""Leaves & branches"",""Water surface"":""No visual pollution"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""stagnant"",""structureRight"":""strengthened"",""structureLeft"":""strengthened""}",Philippe Michiels;Erik Jansen,BEVL_VMM_856000,Europe,242216,176105,Belgian Lambert 72,Meuse river basin;ZUID-WILLEMSVAART + KANAAL BOCHOLT-HERENTALS (deels) + KANAAL BRIEGDEN-NEERHAREN;BEVL17_183,Lanaken,BE,5.67938,50.88797,WGS84,30
BEVL_VMM_414400:21081742,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2002-05-27,2002,05_27,5,27,Previous weather:No remarks;Current weather:No remarks,Grab sampler,RtNt:River;Sediment,"{""Water surface"":""Tar"",""Water column"":""No visual pollution"",""Pollution"":""Industrial discharges"",""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels;Erik Jansen,BEVL_VMM_414400,Europe,200667,189662,Belgian Lambert 72,Scheldt river basin;BEVL_WLC_L213_97,Diest,BE,5.09079,51.01494,WGS84,30
BEVL_VMM_422550:21081744,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2002-05-27,2002,05_27,5,27,Previous weather:No remarks;Current weather:No remarks,Grab sampler,RtNt:River;Sediment,"{""Substrate composition"":""Silt"",""Substrate condition"":""Leaves & branches"",""Water surface"":""No visual pollution"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels;Saskia Scheers,BEVL_VMM_422550,Europe,216580,198190,Belgian Lambert 72,Scheldt river basin;BEVL_WLC_L213_117,Beringen,BE,5.31909,51.08998,WGS84,30
BEVL_VMM_454000:21081745,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2002-05-27,2002,05_27,5,27,Previous weather:No remarks;Current weather:No remarks,Grab sampler,BkK:Small stream Kempen;Sediment,"{""Substrate composition"":""Sand"",""Substrate condition"":""Oily substances"",""Water surface"":""Oil"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels,BEVL_VMM_454000,Europe,210174,186700,Belgian Lambert 72,Scheldt river basin;LAAMBEEK;BEVL_WLC_L107_836,Lummen,BE,5.22577,50.98741,WGS84,30
BEVL_VMM_425000:21081755,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2002-05-29,2002,05_29,5,29,Previous weather:No remarks;Current weather:No remarks,Grab sampler,Bg:Large stream;Sediment,"{""Substrate composition"":""Gravel-boulders"",""Substrate condition"":""Oily substances"",""Water surface"":""No visual pollution"",""Water column"":""Filamentous algae"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels;Erik Jansen,BEVL_VMM_425000,Europe,193140,173310,Belgian Lambert 72,Scheldt river basin;VELPE;BEVL05_115,Kortenaken,BE,4.9816,50.86856,WGS84,30
BEVL_VMM_410600:21081761,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2002-05-29,2002,05_29,5,29,Previous weather:No remarks;Current weather:No remarks,Grab sampler,BgK:Large stream Kempen;Sediment,"{""Substrate composition"":""Sand"",""Substrate condition"":""Oily substances"",""Water surface"":""No visual pollution"",""Water column"":""Flocs,Filamentous algae"",""Pollution"":""Industrial discharges"",""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels;Erik Jansen,BEVL_VMM_410600,Europe,193665,188889,Belgian Lambert 72,Scheldt river basin;DE HULPE - ZWART WATER;BEVL05_97,Scherpenheuvel-Zichem,BE,4.99092,51.00856,WGS84,30
BEVL_VMM_417500:21081762,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2002-05-29,2002,05_29,5,29,Previous weather:No remarks;Current weather:No remarks,Grab sampler,RtNt:River;Sediment,"{""Substrate composition"":""Silt"",""Substrate condition"":""No remarks"",""Water surface"":""Oil"",""Water column"":""Filamentous algae"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""strengthened"",""structureLeft"":""strengthened""}",Philippe Michiels;Erik Jansen,BEVL_VMM_417500,Europe,193410,179950,Belgian Lambert 72,Scheldt river basin;BEVL_WLC_L213_96,Bekkevoort,BE,4.98622,50.92823,WGS84,30
BEVL_VMM_449800:21081763,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2002-05-29,2002,05_29,5,29,Previous weather:No remarks;Current weather:No remarks,Grab sampler,RtNt:River;Sediment,"{""Substrate composition"":""Peat"",""Substrate condition"":""Leaves & branches"",""Water surface"":""Floating waste"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels,BEVL_VMM_449800,Europe,209500,179890,Belgian Lambert 72,Scheldt river basin;BEVL_WLC_L213_108,Herk-de-Stad,BE,5.21506,50.92626,WGS84,30
BEVL_VMM_347000:21082255,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2002-05-07,2002,05_07,5,7,Previous weather:No remarks;Current weather:No remarks,Grab sampler,Rg:Large river;Sediment,"{""Substrate composition"":""Silt"",""Substrate condition"":""Leaves & branches,Oily substances,Solid waste,Plastics"",""Water surface"":""No visual pollution"",""Water column"":""No visual pollution"",""Pollution"":""Unknown"",""current"":""running"",""structureRight"":""strengthened"",""structureLeft"":""strengthened""}",Philippe Michiels;Thierry Warmoes,BEVL_VMM_347000,Europe,145348,167154,Belgian Lambert 72,Scheldt river basin;ZENNE I;BEVL08_92,Anderlecht,BE,4.30274,50.81481,WGS84,30
BEVL_VMM_355000:21082256,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2002-05-07,2002,05_07,5,7,Previous weather:No remarks;Current weather:No remarks,Grab sampler,Rg:Large river;Sediment,"{""Substrate composition"":""Concrete"",""Substrate condition"":""Leaves & branches"",""Water surface"":""Floating waste"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""stagnant"",""structureRight"":""strengthened"",""structureLeft"":""strengthened""}",Philippe Michiels,BEVL_VMM_355000,Europe,145011,166405,Belgian Lambert 72,Scheldt river basin;KANAAL CHARLEROI-BRUSSEL;BEVL05_159,Sint-Pieters-Leeuw,BE,4.29797,50.80807,WGS84,30
BEVL_VMM_355500:21082257,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2002-05-07,2002,05_07,5,7,Previous weather:No remarks;Current weather:No remarks,Grab sampler,Rg:Large river;Sediment,"{""Substrate composition"":""Concrete"",""Substrate condition"":""Plastics"",""Water surface"":""No visual pollution"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""stagnant"",""structureRight"":""strengthened"",""structureLeft"":""strengthened""}",Philippe Michiels;Thierry Warmoes,BEVL_VMM_355500,Europe,139200,154936,Belgian Lambert 72,Scheldt river basin;KANAAL CHARLEROI-BRUSSEL;BEVL05_159,Halle,BE,4.21586,50.70489,WGS84,30
BEVL_VMM_366050:21082286,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2002-05-07,2002,05_07,5,7,Previous weather:No remarks;Current weather:No remarks,Grab sampler,Bk:Small stream;Sediment,"{""Substrate composition"":""Gravel-boulders"",""Substrate condition"":""Leaves & branches,Oily substances,Solid waste,Plastics,Biological life"",""Water surface"":""No visual pollution"",""Water column"":""No visual pollution"",""Pollution"":""Unknown"",""current"":""running"",""structureRight"":""strengthened"",""structureLeft"":""strengthened""}",Philippe Michiels;Thierry Warmoes,BEVL_VMM_366050,Europe,142690,160694,Belgian Lambert 72,Scheldt river basin;MOLENBEEK - LAKEBEEK;BEVL_WLC_L111_1037,Beersel,BE,4.26515,50.75671,WGS84,30
BEVL_VMM_366620:21082289,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2002-05-07,2002,05_07,5,7,Previous weather:No remarks;Current weather:No remarks,Grab sampler,RtNt:River;Sediment,"{""Substrate composition"":""Silt"",""Substrate condition"":""Leaves & branches"",""Water surface"":""No visual pollution"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels;Thierry Warmoes,BEVL_VMM_366620,Europe,144178,155898,Belgian Lambert 72,Scheldt river basin;BEVL_WLC_L213_92,Halle,BE,4.28632,50.71361,WGS84,30
BEVL_VMM_220000:21082303,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2002-05-02,2002,05_02,5,2,Previous weather:No remarks;Current weather:No remarks,Grab sampler,Rg:Large river;Sediment,"{""Substrate composition"":""Sand"",""Substrate condition"":""Solid waste,Plastics"",""Water surface"":""Floating waste"",""Water column"":""Methane production,Flocs"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""strengthened"",""structureLeft"":""strengthened""}",Philippe Michiels;Peggy De Roover,BEVL_VMM_220000,Europe,172921,173355,Belgian Lambert 72,Scheldt river basin;DIJLE III;BEVL11_79,Leuven,BE,4.69438,50.87012,WGS84,30
BEVL_VMM_386000:21082304,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2002-05-02,2002,05_02,5,2,Previous weather:No remarks;Current weather:No remarks,Grab sampler,Bk:Small stream;Sediment,"{""Substrate condition"":""Oily substances,Solid waste"",""Water surface"":""Oil,Floating waste"",""Water column"":""Methane production,Sphaerotilus"",""Pollution"":""Domestic discharges"",""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels;Peggy De Roover,BEVL_VMM_386000,Europe,171919,186160,Belgian Lambert 72,Scheldt river basin;DE GROTE LAAK;BEVL_WLC_L107_417,Rotselaar,BE,4.68091,50.98526,WGS84,30
BEVL_VMM_488000:21082305,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2002-05-02,2002,05_02,5,2,Previous weather:No remarks;Current weather:No remarks,Grab sampler,Bg:Large stream;Sediment,"{""Substrate composition"":""Sand"",""Substrate condition"":""Plastics"",""Water surface"":""No visual pollution"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""strengthened"",""structureLeft"":""strengthened""}",Philippe Michiels;Peggy De Roover,BEVL_VMM_488000,Europe,168662,164623,Belgian Lambert 72,Scheldt river basin;LAAN;BEVL11_84,Huldenberg,BE,4.63343,50.79177,WGS84,30
BEVL_VMM_420200:21082434,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2002-05-27,2002,05_27,5,27,Previous weather:No remarks;Current weather:No remarks,Grab sampler,BkK:Small stream Kempen;Sediment,"{""Substrate composition"":""Silt"",""Substrate condition"":""Leaves & branches"",""Water surface"":""No visual pollution"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels;Erik Jansen,BEVL_VMM_420200,Europe,211714,195497,Belgian Lambert 72,Scheldt river basin;ZWARTEBEEK L1;BEVL_WLC_L111_1080,Beringen,BE,5.24919,51.06632,WGS84,30
BEVL_VMM_372500:21082445,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2002-05-14,2002,05_14,5,14,Previous weather:No remarks;Current weather:No remarks,Grab sampler,Bg:Large stream;Sediment,"{""Substrate composition"":""Peat"",""Substrate condition"":""Leaves & branches"",""Water surface"":""No visual pollution"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels;Peggy De Roover,BEVL_VMM_372500,Europe,165086,189177,Belgian Lambert 72,Scheldt river basin;VROUWVLIET;BEVL11_88,Bonheiden,BE,4.58372,51.0126,WGS84,30
BEVL_VMM_341000:21082446,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2002-05-14,2002,05_14,5,14,Previous weather:No remarks;Current weather:No remarks,Grab sampler,Mlz:Freshwater mesotidal lowland estuary;Sediment,"{""Substrate condition"":""Oily substances,Solid waste"",""Water surface"":""Oil"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels;Peggy De Roover,BEVL_VMM_341000,Europe,153741,192835,Belgian Lambert 72,Scheldt river basin;GETIJDEDIJLE & GETIJDEZENNE;BEVL08_95,Mechelen,BE,4.4221,51.04567,WGS84,30
BEVL_VMM_212400:21082447,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2002-05-14,2002,05_14,5,14,Previous weather:No remarks;Current weather:No remarks,Grab sampler,Rg:Large river;Sediment,"{""Substrate composition"":""Sand"",""Substrate condition"":""No remarks"",""Water surface"":""Floating waste"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""strengthened"",""structureLeft"":""strengthened""}",Philippe Michiels;Peggy De Roover,BEVL_VMM_212400,Europe,159017,190355,Belgian Lambert 72,Scheldt river basin;DIJLE VI;BEVL08_82,Mechelen,BE,4.49727,51.02332,WGS84,30
BEVL_VMM_211900:21082448,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2002-05-14,2002,05_14,5,14,Previous weather:No remarks;Current weather:No remarks,Grab sampler,Mlz:Freshwater mesotidal lowland estuary;Sediment,"{""Substrate composition"":""Silt"",""Substrate condition"":""No remarks"",""Water surface"":""No visual pollution"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""strengthened"",""structureLeft"":""strengthened""}",Philippe Michiels;Peggy De Roover,BEVL_VMM_211900,Europe,154400,194900,Belgian Lambert 72,Scheldt river basin;GETIJDEDIJLE & GETIJDEZENNE;BEVL08_95,Mechelen,BE,4.43152,51.06423,WGS84,30
BEVL_VMM_112000:21082457,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2002-05-30,2002,05_30,5,30,Previous weather:No remarks;Current weather:No remarks,Grab sampler,BgK:Large stream Kempen;Sediment,"{""Substrate composition"":""Sand"",""Substrate condition"":""No remarks"",""Water surface"":""No visual pollution"",""Water column"":""Filamentous algae"",""current"":""running"",""structureRight"":""dug"",""structureLeft"":""dug""}",Philippe Michiels;Erik Jansen,BEVL_VMM_112000,Europe,248665,207795,Belgian Lambert 72,Meuse river basin;LOSSING;BEVL05_141,Kinrooi,BE,5.77957,51.17172,WGS84,30
BEVL_VMM_130250:21082458,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2002-05-30,2002,05_30,5,30,Previous weather:No remarks;Current weather:No remarks,Grab sampler,RtNt:River;Sediment,"{""Water surface"":""No visual pollution"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels;Erik Jansen,BEVL_VMM_130250,Europe,230620,195527,Belgian Lambert 72,Meuse river basin;BEVL_WLC_L213_133,Meeuwen-Gruitrode,BE,5.51887,51.06426,WGS84,30
BEVL_VMM_133100:21082459,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2002-05-30,2002,05_30,5,30,Previous weather:No remarks;Current weather:No remarks,Grab sampler,RtNt:River;Sediment,"{""Substrate condition"":""No remarks"",""Water surface"":""Algal foam"",""Water column"":""Algal bloom,Filamentous algae"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels;Erik Jansen,BEVL_VMM_133100,Europe,228078,198332,Belgian Lambert 72,Meuse river basin;BEVL_WLC_L213_133,Peer,BE,5.48322,51.08982,WGS84,30
BEVL_VMM_852500:21082460,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2002-05-30,2002,05_30,5,30,Previous weather:No remarks;Current weather:No remarks,Grab sampler,Rg:Large river;Sediment,"{""Substrate condition"":""No remarks"",""Water surface"":""No visual pollution"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""stagnant"",""structureRight"":""strengthened"",""structureLeft"":""strengthened""}",Philippe Michiels,BEVL_VMM_852500,Europe,241851,200756,Belgian Lambert 72,Meuse river basin;ZUID-WILLEMSVAART + KANAAL BOCHOLT-HERENTALS (deels) + KANAAL BRIEGDEN-NEERHAREN;BEVL17_183,Maaseik,BE,5.68038,51.10958,WGS84,30
